region_1,region_2,carrier_1,timestep_1,timestep_2,parameter,value
usa,indiana,mobilityPassenger,2025,q3p,dem,20.88
usa,indiana,mobilityPassenger,2030,q3p,dem,22.94
usa,indiana,mobilityPassenger,2035,q3p,dem,25.2
usa,indiana,mobilityPassenger,2040,q3p,dem,27.69
usa,indiana,mobilityPassenger,2045,q3p,dem,30.42
usa,indiana,mobilityPassenger,2050,q3p,dem,33.42
usa,indiana,mobilityPassenger,2015,q3a,dem,11.59
usa,indiana,mobilityPassenger,2020,q3a,dem,12.73
usa,indiana,mobilityPassenger,2025,q3a,dem,13.99
usa,indiana,mobilityPassenger,2030,q3a,dem,15.37
usa,indiana,mobilityPassenger,2035,q3a,dem,16.88
usa,indiana,mobilityPassenger,2040,q3a,dem,18.55
usa,indiana,mobilityPassenger,2045,q3a,dem,20.38
usa,indiana,mobilityPassenger,2050,q3a,dem,22.39
usa,indiana,mobilityPassenger,2015,q4n,dem,13.73
usa,indiana,mobilityPassenger,2020,q4n,dem,15.08
usa,indiana,mobilityPassenger,2025,q4n,dem,16.57
usa,indiana,mobilityPassenger,2030,q4n,dem,18.21
usa,indiana,mobilityPassenger,2035,q4n,dem,20
usa,indiana,mobilityPassenger,2040,q4n,dem,21.98
usa,indiana,mobilityPassenger,2045,q4n,dem,24.15
usa,indiana,mobilityPassenger,2050,q4n,dem,26.53
usa,indiana,mobilityPassenger,2015,q4m,dem,9.73
usa,indiana,mobilityPassenger,2020,q4m,dem,10.69
usa,indiana,mobilityPassenger,2025,q4m,dem,11.74
usa,indiana,mobilityPassenger,2030,q4m,dem,12.9
usa,indiana,mobilityPassenger,2035,q4m,dem,14.17
usa,indiana,mobilityPassenger,2040,q4m,dem,15.57
usa,indiana,mobilityPassenger,2045,q4m,dem,17.11
usa,indiana,mobilityPassenger,2050,q4m,dem,18.8
usa,indiana,mobilityPassenger,2015,q4p,dem,21.94
usa,indiana,mobilityPassenger,2020,q4p,dem,24.11
usa,indiana,mobilityPassenger,2025,q4p,dem,26.49
usa,indiana,mobilityPassenger,2030,q4p,dem,29.1
usa,indiana,mobilityPassenger,2035,q4p,dem,31.97
usa,indiana,mobilityPassenger,2040,q4p,dem,35.13
usa,indiana,mobilityPassenger,2045,q4p,dem,38.59
usa,indiana,mobilityPassenger,2050,q4p,dem,42.4
usa,indiana,mobilityPassenger,2015,q4a,dem,6.24
usa,indiana,mobilityPassenger,2020,q4a,dem,6.86
usa,indiana,mobilityPassenger,2025,q4a,dem,7.53
usa,indiana,mobilityPassenger,2030,q4a,dem,8.28
usa,indiana,mobilityPassenger,2035,q4a,dem,9.1
usa,indiana,mobilityPassenger,2040,q4a,dem,9.99
usa,indiana,mobilityPassenger,2045,q4a,dem,10.98
usa,indiana,mobilityPassenger,2050,q4a,dem,12.06
usa,iowa,heatHigh,2015,q1n,dem,9.31
usa,iowa,heatHigh,2020,q1n,dem,10.23
usa,iowa,heatHigh,2025,q1n,dem,11.24
usa,iowa,heatHigh,2030,q1n,dem,12.35
usa,iowa,heatHigh,2035,q1n,dem,13.56
usa,iowa,heatHigh,2040,q1n,dem,14.9
usa,iowa,heatHigh,2045,q1n,dem,16.37
usa,iowa,heatHigh,2050,q1n,dem,17.99
usa,iowa,heatHigh,2015,q1m,dem,4.33
usa,iowa,heatHigh,2020,q1m,dem,4.76
usa,iowa,heatHigh,2025,q1m,dem,5.22
usa,iowa,heatHigh,2030,q1m,dem,5.74
usa,iowa,heatHigh,2035,q1m,dem,6.31
usa,iowa,heatHigh,2040,q1m,dem,6.93
usa,iowa,heatHigh,2045,q1m,dem,7.61
usa,iowa,heatHigh,2050,q1m,dem,8.36
usa,iowa,heatHigh,2015,q1p,dem,13.06
usa,iowa,heatHigh,2020,q1p,dem,14.35
usa,iowa,heatHigh,2025,q1p,dem,15.77
usa,iowa,heatHigh,2030,q1p,dem,17.32
usa,iowa,heatHigh,2035,q1p,dem,19.03
usa,iowa,heatHigh,2040,q1p,dem,20.91
usa,iowa,heatHigh,2045,q1p,dem,22.97
usa,iowa,heatHigh,2050,q1p,dem,25.24
usa,iowa,heatHigh,2015,q1a,dem,5.29
usa,iowa,heatHigh,2020,q1a,dem,5.82
usa,iowa,heatHigh,2025,q1a,dem,6.39
usa,iowa,heatHigh,2030,q1a,dem,7.02
usa,iowa,heatHigh,2035,q1a,dem,7.71
usa,iowa,heatHigh,2040,q1a,dem,8.47
usa,iowa,heatHigh,2045,q1a,dem,9.31
usa,iowa,heatHigh,2050,q1a,dem,10.23
usa,iowa,heatHigh,2015,q2n,dem,8.82
usa,iowa,heatHigh,2020,q2n,dem,9.69
usa,iowa,heatHigh,2025,q2n,dem,10.65
usa,iowa,heatHigh,2030,q2n,dem,11.7
usa,iowa,heatHigh,2035,q2n,dem,12.85
usa,iowa,heatHigh,2040,q2n,dem,14.12
usa,iowa,heatHigh,2045,q2n,dem,15.51
usa,iowa,heatHigh,2050,q2n,dem,17.04
usa,iowa,heatHigh,2015,q2m,dem,4.33
usa,iowa,heatHigh,2020,q2m,dem,4.76
usa,iowa,heatHigh,2025,q2m,dem,5.22
usa,iowa,heatHigh,2030,q2m,dem,5.74
usa,iowa,heatHigh,2035,q2m,dem,6.31
usa,iowa,heatHigh,2040,q2m,dem,6.93
usa,iowa,heatHigh,2045,q2m,dem,7.61
usa,iowa,heatHigh,2050,q2m,dem,8.36
usa,iowa,heatHigh,2015,q2p,dem,13.06
usa,iowa,heatHigh,2020,q2p,dem,14.35
usa,iowa,heatHigh,2025,q2p,dem,15.77
usa,iowa,heatHigh,2030,q2p,dem,17.32
usa,iowa,heatHigh,2035,q2p,dem,19.03
usa,iowa,heatHigh,2040,q2p,dem,20.91
usa,iowa,heatHigh,2045,q2p,dem,22.97
usa,iowa,heatHigh,2050,q2p,dem,25.24
usa,iowa,heatHigh,2015,q2a,dem,6.05
usa,iowa,heatHigh,2020,q2a,dem,6.65
usa,iowa,heatHigh,2025,q2a,dem,7.3
usa,iowa,heatHigh,2030,q2a,dem,8.02
usa,iowa,heatHigh,2035,q2a,dem,8.81
usa,iowa,heatHigh,2040,q2a,dem,9.68
usa,iowa,heatHigh,2045,q2a,dem,10.64
usa,iowa,heatHigh,2050,q2a,dem,11.69
usa,iowa,heatHigh,2015,q3n,dem,9.31
usa,iowa,heatHigh,2020,q3n,dem,10.23
usa,iowa,heatHigh,2025,q3n,dem,11.24
usa,iowa,heatHigh,2030,q3n,dem,12.35
usa,iowa,heatHigh,2035,q3n,dem,13.56
usa,iowa,heatHigh,2040,q3n,dem,14.9
usa,iowa,heatHigh,2045,q3n,dem,16.37
usa,iowa,heatHigh,2050,q3n,dem,17.99
usa,iowa,heatHigh,2015,q3m,dem,4.33
usa,iowa,heatHigh,2020,q3m,dem,4.76
usa,iowa,heatHigh,2025,q3m,dem,5.22
usa,iowa,heatHigh,2030,q3m,dem,5.74
usa,iowa,heatHigh,2035,q3m,dem,6.31
usa,iowa,heatHigh,2040,q3m,dem,6.93
usa,iowa,heatHigh,2045,q3m,dem,7.61
usa,iowa,heatHigh,2050,q3m,dem,8.36
usa,iowa,heatHigh,2015,q3p,dem,13.06
usa,iowa,heatHigh,2020,q3p,dem,14.35
usa,iowa,heatHigh,2025,q3p,dem,15.77
usa,iowa,heatHigh,2030,q3p,dem,17.32
usa,iowa,heatHigh,2035,q3p,dem,19.03
usa,iowa,heatHigh,2040,q3p,dem,20.91
usa,iowa,heatHigh,2045,q3p,dem,22.97
usa,iowa,heatHigh,2050,q3p,dem,25.24
usa,iowa,heatHigh,2015,q3a,dem,5.29
usa,iowa,heatHigh,2020,q3a,dem,5.82
usa,iowa,heatHigh,2025,q3a,dem,6.39
usa,iowa,heatHigh,2030,q3a,dem,7.02
usa,iowa,heatHigh,2035,q3a,dem,7.71
usa,iowa,heatHigh,2040,q3a,dem,8.47
usa,iowa,heatHigh,2045,q3a,dem,9.31
usa,iowa,heatHigh,2050,q3a,dem,10.23
usa,iowa,heatHigh,2015,q4n,dem,9.8
usa,iowa,heatHigh,2020,q4n,dem,10.77
usa,iowa,heatHigh,2025,q4n,dem,11.83
usa,iowa,heatHigh,2030,q4n,dem,13
usa,iowa,heatHigh,2035,q4n,dem,14.28
usa,iowa,heatHigh,2040,q4n,dem,15.69
usa,iowa,heatHigh,2045,q4n,dem,17.23
usa,iowa,heatHigh,2050,q4n,dem,18.94
usa,iowa,heatHigh,2015,q4m,dem,4.33
usa,iowa,heatHigh,2020,q4m,dem,4.76
usa,iowa,heatHigh,2025,q4m,dem,5.22
usa,iowa,heatHigh,2030,q4m,dem,5.74
usa,iowa,heatHigh,2035,q4m,dem,6.31
usa,iowa,heatHigh,2040,q4m,dem,6.93
usa,iowa,heatHigh,2045,q4m,dem,7.61
usa,iowa,heatHigh,2050,q4m,dem,8.36
usa,iowa,heatHigh,2015,q4p,dem,13.06
usa,iowa,heatHigh,2020,q4p,dem,14.35
usa,iowa,heatHigh,2025,q4p,dem,15.77
usa,iowa,heatHigh,2030,q4p,dem,17.32
usa,iowa,heatHigh,2035,q4p,dem,19.03
usa,iowa,heatHigh,2040,q4p,dem,20.91
usa,iowa,heatHigh,2045,q4p,dem,22.97
usa,iowa,heatHigh,2050,q4p,dem,25.24
usa,iowa,heatHigh,2015,q4a,dem,4.54
usa,iowa,heatHigh,2020,q4a,dem,4.98
usa,iowa,heatHigh,2025,q4a,dem,5.48
usa,iowa,heatHigh,2030,q4a,dem,6.02
usa,iowa,heatHigh,2035,q4a,dem,6.61
usa,iowa,heatHigh,2040,q4a,dem,7.26
usa,iowa,heatHigh,2045,q4a,dem,7.98
usa,iowa,heatHigh,2050,q4a,dem,8.77
usa,iowa,heatLow,2015,q1n,dem,6.48
usa,iowa,heatLow,2020,q1n,dem,7.12
usa,iowa,heatLow,2025,q1n,dem,7.82
usa,iowa,heatLow,2030,q1n,dem,8.59
usa,iowa,heatLow,2035,q1n,dem,9.44
usa,iowa,heatLow,2040,q1n,dem,10.37
usa,iowa,heatLow,2045,q1n,dem,11.39
usa,iowa,heatLow,2050,q1n,dem,12.52
usa,iowa,heatLow,2015,q1m,dem,1.77
usa,iowa,heatLow,2020,q1m,dem,1.95
usa,iowa,heatLow,2025,q1m,dem,2.14
usa,iowa,heatLow,2030,q1m,dem,2.35
usa,iowa,heatLow,2035,q1m,dem,2.58
usa,iowa,heatLow,2040,q1m,dem,2.83
usa,iowa,heatLow,2045,q1m,dem,3.11
usa,iowa,heatLow,2050,q1m,dem,3.42
usa,iowa,heatLow,2015,q1p,dem,5.95
usa,iowa,heatLow,2020,q1p,dem,6.54
usa,iowa,heatLow,2025,q1p,dem,7.19
usa,iowa,heatLow,2030,q1p,dem,7.9
usa,iowa,heatLow,2035,q1p,dem,8.67
usa,iowa,heatLow,2040,q1p,dem,9.53
usa,iowa,heatLow,2045,q1p,dem,10.47
usa,iowa,heatLow,2050,q1p,dem,11.5
usa,iowa,heatLow,2015,q1a,dem,2.01
usa,iowa,heatLow,2020,q1a,dem,2.2
usa,iowa,heatLow,2025,q1a,dem,2.42
usa,iowa,heatLow,2030,q1a,dem,2.66
usa,iowa,heatLow,2035,q1a,dem,2.92
usa,iowa,heatLow,2040,q1a,dem,3.21
usa,iowa,heatLow,2045,q1a,dem,3.53
usa,iowa,heatLow,2050,q1a,dem,3.88
usa,iowa,heatLow,2015,q2n,dem,1.6
usa,iowa,heatLow,2020,q2n,dem,1.75
usa,iowa,heatLow,2025,q2n,dem,1.93
usa,iowa,heatLow,2030,q2n,dem,2.12
usa,iowa,heatLow,2035,q2n,dem,2.32
usa,iowa,heatLow,2040,q2n,dem,2.55
usa,iowa,heatLow,2045,q2n,dem,2.81
usa,iowa,heatLow,2050,q2n,dem,3.08
usa,iowa,heatLow,2015,q2m,dem,1.2
usa,iowa,heatLow,2020,q2m,dem,1.32
usa,iowa,heatLow,2025,q2m,dem,1.45
usa,iowa,heatLow,2030,q2m,dem,1.6
usa,iowa,heatLow,2035,q2m,dem,1.76
usa,iowa,heatLow,2040,q2m,dem,1.93
usa,iowa,heatLow,2045,q2m,dem,2.12
usa,iowa,heatLow,2050,q2m,dem,2.33
usa,iowa,heatLow,2015,q2p,dem,1.29
usa,iowa,heatLow,2020,q2p,dem,1.42
usa,iowa,heatLow,2025,q2p,dem,1.56
usa,iowa,heatLow,2030,q2p,dem,1.71
usa,iowa,heatLow,2035,q2p,dem,1.88
usa,iowa,heatLow,2040,q2p,dem,2.06
usa,iowa,heatLow,2045,q2p,dem,2.27
usa,iowa,heatLow,2050,q2p,dem,2.49
usa,iowa,heatLow,2015,q2a,dem,0.38
usa,iowa,heatLow,2020,q2a,dem,0.41
usa,iowa,heatLow,2025,q2a,dem,0.46
usa,iowa,heatLow,2030,q2a,dem,0.5
usa,iowa,heatLow,2035,q2a,dem,0.55
usa,iowa,heatLow,2040,q2a,dem,0.6
usa,iowa,heatLow,2045,q2a,dem,0.66
usa,iowa,heatLow,2050,q2a,dem,0.73
usa,iowa,heatLow,2015,q3n,dem,0.3
usa,iowa,heatLow,2020,q3n,dem,0.33
usa,iowa,heatLow,2025,q3n,dem,0.37
usa,iowa,heatLow,2030,q3n,dem,0.4
usa,iowa,heatLow,2035,q3n,dem,0.44
usa,iowa,heatLow,2040,q3n,dem,0.49
usa,iowa,heatLow,2045,q3n,dem,0.54
usa,iowa,heatLow,2050,q3n,dem,0.59
usa,iowa,heatLow,2015,q3m,dem,0.56
usa,iowa,heatLow,2020,q3m,dem,0.62
usa,iowa,heatLow,2025,q3m,dem,0.68
usa,iowa,heatLow,2030,q3m,dem,0.74
usa,iowa,heatLow,2035,q3m,dem,0.82
usa,iowa,heatLow,2040,q3m,dem,0.9
usa,iowa,heatLow,2045,q3m,dem,0.99
usa,iowa,heatLow,2050,q3m,dem,1.08
usa,iowa,heatLow,2015,q3p,dem,0.26
usa,iowa,heatLow,2020,q3p,dem,0.29
usa,iowa,heatLow,2025,q3p,dem,0.32
usa,iowa,heatLow,2030,q3p,dem,0.35
usa,iowa,heatLow,2035,q3p,dem,0.39
usa,iowa,heatLow,2040,q3p,dem,0.42
usa,iowa,heatLow,2045,q3p,dem,0.47
usa,iowa,heatLow,2050,q3p,dem,0.51
usa,iowa,heatLow,2015,q3a,dem,0.02
usa,iowa,heatLow,2020,q3a,dem,0.02
usa,iowa,heatLow,2025,q3a,dem,0.02
usa,iowa,heatLow,2030,q3a,dem,0.02
usa,iowa,heatLow,2035,q3a,dem,0.03
usa,iowa,heatLow,2040,q3a,dem,0.03
usa,iowa,heatLow,2045,q3a,dem,0.03
usa,iowa,heatLow,2050,q3a,dem,0.04
usa,iowa,heatLow,2015,q4n,dem,6.18
usa,iowa,heatLow,2020,q4n,dem,6.78
usa,iowa,heatLow,2025,q4n,dem,7.45
usa,iowa,heatLow,2030,q4n,dem,8.19
usa,iowa,heatLow,2035,q4n,dem,9
usa,iowa,heatLow,2040,q4n,dem,9.89
usa,iowa,heatLow,2045,q4n,dem,10.86
usa,iowa,heatLow,2050,q4n,dem,11.93
usa,iowa,heatLow,2015,q4m,dem,1.95
usa,iowa,heatLow,2020,q4m,dem,2.14
usa,iowa,heatLow,2025,q4m,dem,2.35
usa,iowa,heatLow,2030,q4m,dem,2.59
usa,iowa,heatLow,2035,q4m,dem,2.84
usa,iowa,heatLow,2040,q4m,dem,3.12
usa,iowa,heatLow,2045,q4m,dem,3.43
usa,iowa,heatLow,2050,q4m,dem,3.77
usa,iowa,heatLow,2015,q4p,dem,5.7
usa,iowa,heatLow,2020,q4p,dem,6.26
usa,iowa,heatLow,2025,q4p,dem,6.88
usa,iowa,heatLow,2030,q4p,dem,7.56
usa,iowa,heatLow,2035,q4p,dem,8.31
usa,iowa,heatLow,2040,q4p,dem,9.13
usa,iowa,heatLow,2045,q4p,dem,10.03
usa,iowa,heatLow,2050,q4p,dem,11.02
usa,iowa,heatLow,2015,q4a,dem,1.27
usa,iowa,heatLow,2020,q4a,dem,1.4
usa,iowa,heatLow,2025,q4a,dem,1.54
usa,iowa,heatLow,2030,q4a,dem,1.69
usa,iowa,heatLow,2035,q4a,dem,1.85
usa,iowa,heatLow,2040,q4a,dem,2.04
usa,iowa,heatLow,2045,q4a,dem,2.24
usa,iowa,heatLow,2050,q4a,dem,2.46
usa,iowa,mobilityPassenger,2015,q1n,dem,4.64
usa,iowa,mobilityPassenger,2020,q1n,dem,5.1
usa,iowa,mobilityPassenger,2025,q1n,dem,5.61
usa,iowa,mobilityPassenger,2030,q1n,dem,6.16
usa,iowa,mobilityPassenger,2035,q1n,dem,6.77
usa,iowa,mobilityPassenger,2040,q1n,dem,7.44
usa,iowa,mobilityPassenger,2045,q1n,dem,8.17
usa,iowa,mobilityPassenger,2050,q1n,dem,8.98
usa,iowa,mobilityPassenger,2015,q1m,dem,6.45
usa,iowa,mobilityPassenger,2020,q1m,dem,7.08
usa,iowa,mobilityPassenger,2025,q1m,dem,7.78
usa,iowa,mobilityPassenger,2030,q1m,dem,8.55
usa,iowa,mobilityPassenger,2035,q1m,dem,9.39
usa,iowa,mobilityPassenger,2040,q1m,dem,10.32
usa,iowa,mobilityPassenger,2045,q1m,dem,11.34
usa,iowa,mobilityPassenger,2050,q1m,dem,12.45
usa,iowa,mobilityPassenger,2015,q1p,dem,7.73
usa,iowa,mobilityPassenger,2020,q1p,dem,8.5
usa,iowa,mobilityPassenger,2025,q1p,dem,9.34
usa,iowa,mobilityPassenger,2030,q1p,dem,10.26
usa,iowa,mobilityPassenger,2035,q1p,dem,11.27
usa,iowa,mobilityPassenger,2040,q1p,dem,12.38
usa,iowa,mobilityPassenger,2045,q1p,dem,13.6
usa,iowa,mobilityPassenger,2050,q1p,dem,14.95
usa,iowa,mobilityPassenger,2015,q1a,dem,5.36
usa,iowa,mobilityPassenger,2020,q1a,dem,5.89
usa,iowa,mobilityPassenger,2025,q1a,dem,6.47
usa,iowa,mobilityPassenger,2030,q1a,dem,7.11
usa,iowa,mobilityPassenger,2035,q1a,dem,7.81
usa,iowa,mobilityPassenger,2040,q1a,dem,8.58
usa,iowa,mobilityPassenger,2045,q1a,dem,9.42
usa,iowa,mobilityPassenger,2050,q1a,dem,10.35
usa,iowa,mobilityPassenger,2015,q2n,dem,1.93
usa,iowa,mobilityPassenger,2020,q2n,dem,2.12
usa,iowa,mobilityPassenger,2025,q2n,dem,2.33
usa,iowa,mobilityPassenger,2030,q2n,dem,2.56
usa,iowa,mobilityPassenger,2035,q2n,dem,2.82
usa,iowa,mobilityPassenger,2040,q2n,dem,3.1
usa,iowa,mobilityPassenger,2045,q2n,dem,3.4
usa,iowa,mobilityPassenger,2050,q2n,dem,3.74
usa,iowa,mobilityPassenger,2015,q2m,dem,4.51
usa,iowa,mobilityPassenger,2020,q2m,dem,4.96
usa,iowa,mobilityPassenger,2025,q2m,dem,5.45
usa,iowa,mobilityPassenger,2030,q2m,dem,5.98
usa,iowa,mobilityPassenger,2035,q2m,dem,6.57
usa,iowa,mobilityPassenger,2040,q2m,dem,7.22
usa,iowa,mobilityPassenger,2045,q2m,dem,7.94
usa,iowa,mobilityPassenger,2050,q2m,dem,8.72
usa,iowa,mobilityPassenger,2015,q2p,dem,7.41
usa,iowa,mobilityPassenger,2020,q2p,dem,8.14
usa,iowa,mobilityPassenger,2025,q2p,dem,8.95
usa,iowa,mobilityPassenger,2030,q2p,dem,9.83
usa,iowa,mobilityPassenger,2035,q2p,dem,10.8
usa,iowa,mobilityPassenger,2040,q2p,dem,11.87
usa,iowa,mobilityPassenger,2045,q2p,dem,13.04
usa,iowa,mobilityPassenger,2050,q2p,dem,14.32
usa,iowa,mobilityPassenger,2015,q2a,dem,5.33
usa,iowa,mobilityPassenger,2020,q2a,dem,5.85
usa,iowa,mobilityPassenger,2025,q2a,dem,6.43
usa,iowa,mobilityPassenger,2030,q2a,dem,7.07
usa,iowa,mobilityPassenger,2035,q2a,dem,7.76
usa,iowa,mobilityPassenger,2040,q2a,dem,8.53
usa,iowa,mobilityPassenger,2045,q2a,dem,9.37
usa,iowa,mobilityPassenger,2050,q2a,dem,10.3
usa,iowa,mobilityPassenger,2015,q3n,dem,2.15
usa,iowa,mobilityPassenger,2020,q3n,dem,2.36
usa,iowa,mobilityPassenger,2025,q3n,dem,2.59
usa,iowa,mobilityPassenger,2030,q3n,dem,2.85
usa,iowa,mobilityPassenger,2035,q3n,dem,3.13
usa,iowa,mobilityPassenger,2040,q3n,dem,3.44
usa,iowa,mobilityPassenger,2045,q3n,dem,3.78
usa,iowa,mobilityPassenger,2050,q3n,dem,4.15
usa,iowa,mobilityPassenger,2015,q3m,dem,4.51
usa,iowa,mobilityPassenger,2020,q3m,dem,4.96
usa,iowa,mobilityPassenger,2025,q3m,dem,5.45
usa,iowa,mobilityPassenger,2030,q3m,dem,5.98
usa,iowa,mobilityPassenger,2035,q3m,dem,6.57
usa,iowa,mobilityPassenger,2040,q3m,dem,7.22
usa,iowa,mobilityPassenger,2045,q3m,dem,7.94
usa,iowa,mobilityPassenger,2050,q3m,dem,8.72
usa,iowa,mobilityPassenger,2015,q3p,dem,7.86
usa,iowa,mobilityPassenger,2020,q3p,dem,8.63
usa,iowa,mobilityPassenger,2025,q3p,dem,9.48
usa,iowa,mobilityPassenger,2030,q3p,dem,10.42
usa,iowa,mobilityPassenger,2035,q3p,dem,11.45
usa,iowa,mobilityPassenger,2040,q3p,dem,12.58
usa,iowa,mobilityPassenger,2045,q3p,dem,13.82
usa,iowa,mobilityPassenger,2050,q3p,dem,15.18
usa,iowa,mobilityPassenger,2015,q3a,dem,5.26
usa,iowa,mobilityPassenger,2020,q3a,dem,5.78
usa,iowa,mobilityPassenger,2025,q3a,dem,6.35
usa,iowa,mobilityPassenger,2030,q3a,dem,6.98
usa,iowa,mobilityPassenger,2035,q3a,dem,7.67
usa,iowa,mobilityPassenger,2040,q3a,dem,8.43
usa,iowa,mobilityPassenger,2045,q3a,dem,9.26
usa,iowa,mobilityPassenger,2050,q3a,dem,10.17
usa,iowa,mobilityPassenger,2015,q4n,dem,6.24
usa,iowa,mobilityPassenger,2020,q4n,dem,6.85
usa,iowa,mobilityPassenger,2025,q4n,dem,7.53
usa,iowa,mobilityPassenger,2030,q4n,dem,8.27
usa,iowa,mobilityPassenger,2035,q4n,dem,9.09
usa,iowa,mobilityPassenger,2040,q4n,dem,9.98
usa,iowa,mobilityPassenger,2045,q4n,dem,10.97
usa,iowa,mobilityPassenger,2050,q4n,dem,12.05
usa,iowa,mobilityPassenger,2015,q4m,dem,4.42
usa,iowa,mobilityPassenger,2020,q4m,dem,4.86
usa,iowa,mobilityPassenger,2025,q4m,dem,5.33
usa,iowa,mobilityPassenger,2030,q4m,dem,5.86
usa,iowa,mobilityPassenger,2035,q4m,dem,6.44
usa,iowa,mobilityPassenger,2040,q4m,dem,7.08
usa,iowa,mobilityPassenger,2045,q4m,dem,7.77
usa,iowa,mobilityPassenger,2050,q4m,dem,8.54
usa,iowa,mobilityPassenger,2015,q4p,dem,9.97
usa,iowa,mobilityPassenger,2020,q4p,dem,10.95
usa,iowa,mobilityPassenger,2025,q4p,dem,12.03
usa,iowa,mobilityPassenger,2030,q4p,dem,13.22
usa,iowa,mobilityPassenger,2035,q4p,dem,14.52
usa,iowa,mobilityPassenger,2040,q4p,dem,15.96
usa,iowa,mobilityPassenger,2045,q4p,dem,17.53
usa,iowa,mobilityPassenger,2050,q4p,dem,19.26
usa,iowa,mobilityPassenger,2015,q4a,dem,2.84
usa,iowa,mobilityPassenger,2020,q4a,dem,3.12
usa,iowa,mobilityPassenger,2025,q4a,dem,3.42
usa,iowa,mobilityPassenger,2030,q4a,dem,3.76
usa,iowa,mobilityPassenger,2035,q4a,dem,4.13
usa,iowa,mobilityPassenger,2040,q4a,dem,4.54
usa,iowa,mobilityPassenger,2045,q4a,dem,4.99
usa,iowa,mobilityPassenger,2050,q4a,dem,5.48
usa,kansas,heatHigh,2015,q1n,dem,6.56
usa,kansas,heatHigh,2020,q1n,dem,7.21
usa,kansas,heatHigh,2025,q1n,dem,7.92
usa,kansas,heatHigh,2030,q1n,dem,8.7
usa,kansas,heatHigh,2035,q1n,dem,9.56
usa,kansas,heatHigh,2040,q1n,dem,10.51
usa,kansas,heatHigh,2045,q1n,dem,11.54
usa,kansas,heatHigh,2050,q1n,dem,12.68
usa,kansas,heatHigh,2015,q1m,dem,3.05
usa,kansas,heatHigh,2020,q1m,dem,3.35
usa,kansas,heatHigh,2025,q1m,dem,3.68
usa,kansas,heatHigh,2030,q1m,dem,4.05
usa,kansas,heatHigh,2035,q1m,dem,4.45
usa,kansas,heatHigh,2040,q1m,dem,4.89
usa,kansas,heatHigh,2045,q1m,dem,5.37
usa,kansas,heatHigh,2050,q1m,dem,5.9
usa,kansas,heatHigh,2015,q1p,dem,9.21
usa,kansas,heatHigh,2020,q1p,dem,10.12
usa,kansas,heatHigh,2025,q1p,dem,11.12
usa,kansas,heatHigh,2030,q1p,dem,12.21
usa,kansas,heatHigh,2035,q1p,dem,13.42
usa,kansas,heatHigh,2040,q1p,dem,14.74
usa,kansas,heatHigh,2045,q1p,dem,16.2
usa,kansas,heatHigh,2050,q1p,dem,17.8
usa,kansas,heatHigh,2015,q1a,dem,3.73
usa,kansas,heatHigh,2020,q1a,dem,4.1
usa,kansas,heatHigh,2025,q1a,dem,4.5
usa,kansas,heatHigh,2030,q1a,dem,4.95
usa,kansas,heatHigh,2035,q1a,dem,5.44
usa,kansas,heatHigh,2040,q1a,dem,5.97
usa,kansas,heatHigh,2045,q1a,dem,6.56
usa,kansas,heatHigh,2050,q1a,dem,7.21
usa,kansas,heatHigh,2015,q2n,dem,6.22
usa,kansas,heatHigh,2020,q2n,dem,6.83
usa,kansas,heatHigh,2025,q2n,dem,7.51
usa,kansas,heatHigh,2030,q2n,dem,8.25
usa,kansas,heatHigh,2035,q2n,dem,9.06
usa,kansas,heatHigh,2040,q2n,dem,9.95
usa,kansas,heatHigh,2045,q2n,dem,10.94
usa,kansas,heatHigh,2050,q2n,dem,12.02
usa,kansas,heatHigh,2015,q2m,dem,3.05
usa,kansas,heatHigh,2020,q2m,dem,3.35
usa,kansas,heatHigh,2025,q2m,dem,3.68
usa,kansas,heatHigh,2030,q2m,dem,4.05
usa,kansas,heatHigh,2035,q2m,dem,4.45
usa,kansas,heatHigh,2040,q2m,dem,4.89
usa,kansas,heatHigh,2045,q2m,dem,5.37
usa,kansas,heatHigh,2050,q2m,dem,5.9
usa,kansas,heatHigh,2015,q2p,dem,9.21
usa,kansas,heatHigh,2020,q2p,dem,10.12
usa,kansas,heatHigh,2025,q2p,dem,11.12
usa,kansas,heatHigh,2030,q2p,dem,12.21
usa,kansas,heatHigh,2035,q2p,dem,13.42
usa,kansas,heatHigh,2040,q2p,dem,14.74
usa,kansas,heatHigh,2045,q2p,dem,16.2
usa,kansas,heatHigh,2050,q2p,dem,17.8
usa,kansas,heatHigh,2015,q2a,dem,4.27
usa,kansas,heatHigh,2020,q2a,dem,4.69
usa,kansas,heatHigh,2025,q2a,dem,5.15
usa,kansas,heatHigh,2030,q2a,dem,5.66
usa,kansas,heatHigh,2035,q2a,dem,6.21
usa,kansas,heatHigh,2040,q2a,dem,6.83
usa,kansas,heatHigh,2045,q2a,dem,7.5
usa,kansas,heatHigh,2050,q2a,dem,8.24
usa,kansas,heatHigh,2015,q3n,dem,6.56
usa,kansas,heatHigh,2020,q3n,dem,7.21
usa,kansas,heatHigh,2025,q3n,dem,7.92
usa,kansas,heatHigh,2030,q3n,dem,8.7
usa,kansas,heatHigh,2035,q3n,dem,9.56
usa,kansas,heatHigh,2040,q3n,dem,10.51
usa,kansas,heatHigh,2045,q3n,dem,11.54
usa,kansas,heatHigh,2050,q3n,dem,12.68
